,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
245,0.0,0.0,173818,0,0,0,0,0,4,0.0,0.0,0,Nathan,0.0,545,False,Joined Sunderland on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.709913Z,45,173818.jpg,0.0,Broadhead,0.0,False,,u,8,11,0,4128,0,4514,282,0.0,0.0,Broadhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,51,455,53,416,48,465,54,,,,,,
246,0.0,0.0,242058,0,0,0,0,0,4,0.0,0.0,0,Moise,0.3,564,False,Joined Juventus on a two-year loan deal,2021-08-31T10:00:10.305929Z,60,242058.jpg,1.0,Kean,0.0,False,,u,8,11,1,2460,0,2853,309,0.0,0.2,Kean,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,591,81,590,80,588,78,591,81,,,,,,
247,0.0,0.0,495542,0,0,0,0,0,2,0.0,0.0,0,Niels,0.0,570,False,Joined Standard Liege on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:10.373641Z,40,495542.jpg,0.0,Nkounkou,0.0,False,,u,8,11,0,1769,0,1200,332,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,153,401,154,345,127,418,154,,,,,,
248,,,11948,0,0,0,0,0,1,0.0,0.5,0,Andy,0.0,571,False,,,40,11948.jpg,0.0,Lonergan,0.1,False,,a,8,11,0,3853,883,953,234,0.0,0.0,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,24,357,5,299,2,375,24,,,,,,
249,,,57134,0,0,0,0,0,4,1.9,2.4,1,Salomón,1.0,591,False,,,60,57134.jpg,1.0,Rondón,0.1,False,,a,8,11,1,8520,2376,3464,1283,0.2,0.2,Rondón,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,588,80,321,47,582,77,370,49,,,,,,
250,,,17745,0,0,0,0,0,1,3.2,2.2,4,Kasper,2.7,200,False,,,50,17745.jpg,4.2,Schmeichel,19.6,False,,a,9,13,17,486964,103960,377713,67850,0.5,3.4,Schmeichel,360,0,0,1,6,0,0,0,0,0,16,2,84,123.6,0.0,0.0,12.4,14,3,533,56,513,54,131,3,,,,,,
251,100.0,75.0,37642,0,0,-1,1,0,2,0.8,-0.2,1,Jonny,0.3,201,False,,2021-08-04T10:30:07.908950Z,54,37642.jpg,1.0,Evans,0.1,False,,a,9,13,1,1428,915,8259,453,0.1,0.2,Evans,29,0,0,0,1,0,0,0,0,0,0,0,7,11.4,0.3,2.0,1.4,280,112,342,121,287,97,328,117,,,,,,
252,,,51938,0,0,-1,1,0,3,3.5,2.5,2,Marc,3.0,202,False,,,54,51938.jpg,4.5,Albrighton,0.3,False,,a,9,13,9,12016,3510,11610,2496,0.6,1.7,Albrighton,180,1,0,0,2,0,0,0,1,0,0,1,34,48.6,41.9,19.0,10.9,161,60,105,64,175,99,150,75,2.0,,,,,
253,25.0,25.0,86881,0,0,-1,1,0,3,0.1,-0.1,0,Nampalys,0.0,203,False,Groin Injury - 25% chance of playing,2021-08-26T10:30:10.154751Z,44,86881.jpg,0.0,Mendy,1.7,False,,d,9,13,0,163491,63057,79878,24939,0.0,0.0,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,167,407,174,353,153,423,171,,,,,,
254,,,95463,0,0,0,0,0,1,0.5,-0.5,0,Danny,0.0,204,False,,,40,95463.jpg,0.0,Ward,5.1,False,,a,9,13,0,162522,30184,65452,11122,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,33,371,15,313,12,388,33,,,,,,
255,,,101668,0,0,-1,1,1,4,5.8,4.8,2,Jamie,5.3,205,False,,,104,101668.jpg,5.2,Vardy,11.4,False,,a,9,13,21,350722,73154,727914,142643,0.5,2.0,Vardy,350,2,1,1,5,0,0,0,1,0,0,3,76,107.0,52.0,105.0,26.4,29,6,84,14,41,17,35,11,,,,,1.0,
256,0.0,0.0,106837,0,0,-1,1,0,3,0.0,0.0,0,Dennis,0.0,206,False,Joined Torino on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:06.668904Z,49,106837.jpg,0.0,Praet,0.0,False,,u,9,13,0,497,0,3260,389,0.0,0.0,Praet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,205,521,210,495,199,528,207,,,,,,
257,100.0,75.0,111931,0,0,0,0,1,2,1.5,0.4,0,Ricardo Domingos,1.0,207,False,,2021-08-28T18:30:11.796475Z,55,111931.jpg,5.0,Barbosa Pereira,3.7,False,,a,9,13,15,241527,16908,248984,30329,0.2,2.7,Pereira,190,0,2,1,4,0,0,0,1,0,0,3,59,65.0,30.1,4.0,9.9,117,41,137,32,271,87,170,53,,,,,,
258,,,155569,0,0,1,-1,0,2,1.2,0.2,0,Daniel,0.7,208,False,,,41,155569.jpg,2.7,Amartey,16.2,False,,a,9,13,8,581279,27229,441512,126323,0.2,2.0,Amartey,270,0,0,1,5,0,0,0,0,0,0,0,57,47.4,12.3,0.0,5.9,166,70,221,69,346,128,233,76,,,,,,
259,100.0,100.0,166477,0,0,-1,1,0,2,1.8,0.8,2,Timothy,1.3,209,False,,2021-08-12T15:30:12.093309Z,54,166477.jpg,2.0,Castagne,0.7,False,,a,9,13,4,12469,5152,43348,4877,0.2,0.7,Castagne,169,0,0,0,2,0,0,0,0,0,0,0,15,17.6,3.0,0.0,2.1,259,105,273,88,552,203,310,111,,,,,,
260,,,166989,0,0,0,0,0,3,4.2,3.2,2,Youri,3.7,210,False,,,65,166989.jpg,3.5,Tielemans,4.4,False,,a,9,13,14,96758,18586,189764,31739,0.6,2.2,Tielemans,360,1,0,1,6,0,0,0,0,0,0,0,69,103.2,38.1,45.0,18.7,34,14,119,76,94,48,77,43,1.0,,2.0,,2.0,
261,0.0,0.0,168580,-1,1,-2,2,0,3,0.0,0.0,0,Ayoze,-0.7,211,False,Suspended until 25 Sep,2021-08-23T22:30:06.073371Z,58,168580.jpg,0.5,Pérez,0.1,False,,s,9,13,1,3459,70,18510,1212,-0.1,0.2,Pérez,100,0,0,1,4,0,0,0,0,1,0,0,-1,7.2,47.1,10.0,6.0,308,134,97,60,217,115,232,107,5.0,,4.0,,5.0,
262,100.0,100.0,172780,0,0,-2,2,0,3,2.5,1.5,2,James,2.0,212,False,,2021-08-14T18:00:10.043619Z,68,172780.jpg,2.2,Maddison,5.5,False,,a,9,13,9,78825,16542,535865,44993,0.3,1.3,Maddison,299,0,0,1,5,0,0,0,0,0,0,0,30,22.0,40.8,29.0,9.2,247,98,108,67,143,77,179,86,4.0,,1.0,,4.0,
263,,,173515,-1,1,-4,4,0,4,1.5,0.5,1,Kelechi,1.0,213,False,,,71,173515.jpg,1.0,Iheanacho,3.1,False,,a,9,13,4,52975,7374,796037,45215,0.1,0.6,Iheanacho,67,0,0,0,1,0,0,0,0,0,0,0,11,3.0,18.9,22.0,4.3,336,40,182,26,165,37,268,36,,,,,3.0,
264,,,197469,0,0,0,0,0,3,0.5,-0.5,0,Hamza,0.0,214,False,,,45,197469.jpg,0.0,Choudhury,0.1,False,,a,9,13,0,4466,1124,5246,936,0.0,0.0,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,176,461,184,424,166,471,180,,,,,,
265,,,201666,0,0,-2,2,0,3,2.5,1.5,2,Harvey,2.0,215,False,,,68,201666.jpg,2.2,Barnes,4.7,False,,a,9,13,9,86873,10415,667230,52330,0.3,1.3,Barnes,272,0,0,1,4,0,0,0,0,0,0,0,11,8.0,25.2,51.0,8.4,302,129,164,98,87,45,198,92,,,,,,
266,,,203341,0,0,0,0,0,3,2.5,1.5,2,Wilfred,2.0,216,False,,,50,203341.jpg,2.2,Ndidi,1.5,False,,a,9,13,9,43654,8076,64295,9647,0.4,1.8,Ndidi,360,0,0,1,6,0,0,0,0,0,0,0,67,74.0,11.9,22.0,10.8,88,35,226,121,163,91,151,76,,,,,,
267,,,218031,0,0,0,0,0,2,1.5,0.5,1,Çaglar,1.0,217,False,,,50,218031.jpg,2.2,Söyüncü,2.6,False,,a,9,13,9,63808,10221,102733,17490,0.2,1.8,Söyüncü,360,0,0,1,6,0,0,0,1,0,0,0,63,99.8,1.7,0.0,10.2,36,9,289,95,534,197,162,50,,,,,,
268,0.0,0.0,220627,0,0,-1,1,0,2,0.0,0.0,0,James,0.0,218,False,Knee injury - Expected back 30 Oct,2021-06-22T11:30:10.582426Z,49,220627.jpg,0.0,Justin,0.0,False,,i,9,13,0,319,38,1618,136,0.0,0.0,Justin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,532,196,529,196,506,189,536,195,,,,,,
269,,,244619,0,0,0,0,0,2,1.2,0.2,0,Luke,0.7,219,False,,,45,244619.jpg,3.0,Thomas,1.1,False,,a,9,13,9,86421,3539,53913,10919,0.2,2.0,Thomas,270,0,0,1,5,0,0,0,0,0,0,1,57,55.6,17.6,0.0,7.4,139,56,187,53,455,177,217,68,3.0,,,,,
270,0.0,0.0,444463,0,0,-1,1,0,2,0.0,0.0,0,Wesley,0.0,220,False,Leg injury - Unknown return date,2021-08-04T23:00:11.364712Z,44,444463.jpg,0.0,Fofana,0.4,False,,i,9,13,0,1373,195,34526,1876,0.0,0.0,Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,173,423,173,379,158,439,173,,,,,,
271,100.0,75.0,93100,0,0,-1,1,0,2,2.5,1.1,6,Jannik,2.0,340,False,,2021-08-23T22:30:06.225706Z,49,93100.jpg,3.5,Vestergaard,0.8,False,,a,9,13,7,19779,8926,69874,4556,0.4,1.4,Vestergaard,88,0,0,1,0,0,0,0,0,0,0,0,25,30.8,0.4,9.0,4.1,219,88,325,112,222,60,270,96,,,,,,
272,,,245419,0,0,-3,3,0,4,0.8,-0.2,0,Patson,0.3,455,False,,,72,245419.jpg,1.0,Daka,0.5,False,,a,9,13,1,7262,1017,85383,5968,0.0,0.1,Daka,26,0,0,0,2,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.1,357,45,597,83,595,81,371,50,,,,,,
273,,,225902,0,0,-1,1,0,3,0.8,-0.2,0,Boubakary,0.3,458,False,,,49,225902.jpg,1.0,Soumaré,0.1,False,,a,9,13,2,1607,270,4850,636,0.1,0.4,Soumaré,37,0,0,0,1,0,0,0,0,0,0,0,8,4.4,1.0,0.0,0.5,323,144,303,154,508,204,348,159,,,,,,
274,100.0,100.0,40146,0,0,-1,1,0,2,1.2,0.2,2,Ryan,0.7,473,False,,2021-08-28T23:00:11.788035Z,49,40146.jpg,2.0,Bertrand,0.7,False,,a,9,13,2,8002,4194,100833,5052,0.1,0.4,Bertrand,90,0,0,0,1,0,0,0,0,0,0,0,8,16.2,0.3,0.0,1.7,268,108,338,119,485,184,323,114,,,,,,
275,,,215413,0,0,0,0,0,3,0.8,-0.2,0,Kiernan,0.3,505,False,,,45,215413.jpg,1.0,Dewsbury-Hall,0.0,False,,a,9,13,1,1274,360,1499,292,0.1,0.2,Dewsbury-Hall,4,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.2,2.0,0.3,354,162,348,172,280,142,356,164,,,,,,
276,,,11974,0,0,0,0,0,1,0.5,-0.5,0,Eldin,0.0,573,False,,,40,11974.jpg,0.0,Jakupovic,0.1,False,,a,9,13,0,4716,1013,1065,276,0.0,0.0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,368,25,358,6,300,3,376,25,,,,,,
277,,,219352,0,0,0,0,0,3,2.6,1.6,1,Ademola,1.0,587,False,,,60,219352.jpg,1.0,Lookman,0.0,False,,a,9,13,1,3414,1388,1510,619,0.2,0.2,Lookman,17,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.5,35.0,3.9,332,150,322,162,125,65,276,124,,,,,,
278,0.0,0.0,28690,0,0,0,0,0,3,0.0,0.0,0,Pablo,0.0,182,False,Left the club at the end of the 2020/21 season,2021-07-19T09:38:55.151396Z,55,28690.jpg,0.0,Hernández Domínguez,0.0,False,,u,10,2,0,0,0,189,13,0.0,0.0,Hernández,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,574,228,569,229,563,226,575,228,,,,,,
279,0.0,0.0,39790,0,0,0,0,0,1,0.0,0.0,0,Francisco,0.0,183,False,Joined Elche CF on a season-long loan - Expected back 01 Jul,2021-07-13T10:00:05.132170Z,45,39790.jpg,0.0,Casilla Cortés,0.0,False,,u,10,2,0,0,0,362,25,0.0,0.0,Casilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,437,49,430,32,386,29,444,49,,,,,,
280,,,55914,0,0,0,0,0,2,2.2,1.2,0,Liam,1.7,184,False,,,45,55914.jpg,1.0,Cooper,0.3,False,,a,10,2,4,8827,2219,11360,2034,0.4,0.9,Cooper,360,0,1,0,11,0,0,0,3,0,0,0,59,104.2,25.8,14.0,14.5,32,7,158,42,191,44,110,29,,,,,,
281,,,66588,0,0,0,0,0,2,1.8,0.8,1,Luke,1.3,185,False,,,45,66588.jpg,2.5,Ayling,12.2,False,,a,10,2,10,465175,68432,395799,75613,0.3,2.2,Ayling,360,1,0,0,11,0,0,0,0,0,0,0,62,122.0,22.0,25.0,16.8,15,4,171,47,156,36,94,21,,,,,,
282,100.0,100.0,72222,0,0,0,0,1,3,3.5,2.5,0,Mateusz,3.0,186,False,,2021-08-29T23:00:12.187455Z,55,72222.jpg,5.5,Klich,0.6,False,,a,10,2,11,49031,4909,43970,7090,0.5,2.0,Klich,149,1,0,0,7,0,0,0,0,0,0,3,35,48.2,39.6,35.0,12.3,163,61,111,69,123,64,133,66,5.0,,,,2.0,
283,,,80954,0,0,-2,2,0,4,1.2,0.2,1,Rodrigo,0.7,187,False,,,63,80954.jpg,1.0,Moreno,1.0,False,,a,10,2,3,32370,6080,92141,9994,0.1,0.5,Rodrigo,162,0,0,0,3,0,0,0,1,0,0,0,24,20.6,42.1,19.0,8.1,251,30,104,18,177,39,205,31,,,5.0,,,
284,,,87873,-1,1,-1,1,0,3,2.5,1.5,2,Stuart,2.0,188,False,,,54,87873.jpg,2.8,Dallas,9.5,False,,a,10,2,11,156873,24874,501358,85610,0.4,2.0,Dallas,360,0,1,0,11,0,0,0,0,0,0,0,71,65.6,47.3,16.0,12.9,114,44,95,58,190,106,126,63,2.0,,,,,
285,,,106617,0,0,-1,1,0,4,5.2,4.2,2,Patrick,4.7,189,False,,,79,106617.jpg,4.0,Bamford,14.1,False,,a,10,2,16,519519,326532,770425,112587,0.6,2.0,Bamford,346,1,1,0,11,0,0,0,1,0,0,2,48,73.4,31.5,209.0,31.3,91,11,132,21,4,2,22,6,,,,,1.0,
286,0.0,100.0,149915,0,0,0,0,0,2,0.0,0.2,0,Diego,0.7,190,False,Muscle injury - Unknown return date,2021-09-12T22:30:16.751659Z,45,149915.jpg,1.0,Llorente,0.1,False,,i,10,2,2,2490,544,4801,1067,0.2,0.4,Llorente,97,0,0,0,2,0,0,0,1,0,0,0,13,24.2,1.0,0.0,2.5,234,94,302,103,406,165,301,107,,,,,,
287,,,155405,-1,1,-1,1,0,3,2.2,1.2,2,Kalvin,1.7,191,False,,,49,155405.jpg,1.7,Phillips,2.0,False,,a,10,2,5,45878,9579,88815,12718,0.3,1.0,Phillips,270,0,0,0,6,0,0,0,1,0,0,0,38,49.4,49.0,12.0,11.1,158,59,91,55,204,113,145,72,4.0,,2.0,,,
288,0.0,0.0,165808,0,0,-1,1,0,3,0.0,0.0,0,Hélder Wander,0.0,192,False,Joined Valencia on a season-long loan - Expected back 01 Jul,2021-09-01T07:00:13.695322Z,54,165808.jpg,1.0,Sousa de Azevedo e Costa,0.1,False,,u,10,2,1,1668,0,11504,1596,0.0,0.2,Costa,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,1.0,0.0,563,225,328,165,295,151,566,225,,,,,,
289,,,173821,0,0,-1,1,0,3,1.5,0.5,1,Tyler,1.0,193,False,,,49,173821.jpg,1.0,Roberts,0.1,False,,a,10,2,4,2595,902,3273,586,0.2,0.8,Roberts,105,0,0,0,2,0,0,0,0,0,0,0,13,16.8,20.3,26.0,6.4,264,106,180,104,152,83,228,105,,,,,,
290,0.0,0.0,193645,0,0,-1,1,0,2,0.0,0.0,0,Robin,0.0,194,False,Pelvic - Unknown return date,2021-08-21T18:00:14.706157Z,44,193645.jpg,0.0,Koch,0.2,False,,i,10,2,0,1826,42,14205,1660,0.0,0.0,Koch,90,0,0,0,5,0,0,0,0,0,0,0,14,14.4,0.3,0.0,1.5,274,110,332,115,365,144,326,116,,,,,,
291,0.0,0.0,215460,0,0,0,0,0,3,0.0,0.0,0,Ian Carlo,0.0,195,False,Joined Blackburn Rovers on a season-long loan - Expected back 01 Jul,2021-08-23T23:30:15.771302Z,45,215460.jpg,0.0,Poveda-Ocampo,0.0,False,,u,10,2,0,551,0,4195,384,0.0,0.0,Poveda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,474,179,470,187,434,169,480,183,,,,,,
292,,,219961,0,0,0,0,0,3,4.2,3.2,2,Raphael,3.7,196,False,,,65,219961.jpg,3.0,Dias Belloli,15.5,False,,a,10,2,12,640513,153345,746746,107026,0.6,1.8,Raphinha,360,1,0,0,11,0,0,0,1,0,0,0,40,80.4,109.2,92.0,28.2,75,29,25,16,50,28,26,18,1.0,,1.0,,,
293,,,221610,0,0,0,0,0,3,2.2,1.2,0,Jamie,1.7,197,False,,,45,221610.jpg,2.5,Shackleton,0.2,False,,a,10,2,5,11421,2027,5896,1490,0.4,1.1,Shackleton,55,0,1,0,0,0,0,0,0,0,0,0,15,5.6,3.0,39.0,4.8,315,138,271,142,111,58,261,116,,,,,,
294,0.0,,222694,-1,1,-1,1,0,2,0.0,-0.8,-3,Pascal,-0.3,198,False,Suspended until 02 Oct,2021-09-12T22:00:14.949549Z,44,222694.jpg,-0.2,Struijk,0.3,False,,s,10,2,-1,3570,530,15206,4028,-0.1,-0.2,Struijk,296,0,0,0,10,0,0,0,1,1,0,0,39,73.6,10.8,8.0,9.3,90,30,236,74,227,64,175,57,,,,,,
295,,,437495,0,0,0,0,0,1,2.8,1.8,2,Illan,2.3,199,False,,,50,437495.jpg,2.0,Meslier,3.0,False,,a,10,2,8,44372,8763,109975,18392,0.5,1.6,Meslier,360,0,0,0,11,0,0,0,0,0,16,0,76,133.6,0.0,0.0,13.3,6,1,551,61,536,60,121,1,,,,,,
296,,,221399,-1,1,-2,2,0,3,2.5,1.5,2,Jack,2.0,267,False,,,58,221399.jpg,2.0,Harrison,2.4,False,,a,10,2,8,49108,9223,203152,25398,0.3,1.4,Harrison,315,0,0,0,10,0,0,0,0,0,0,0,38,41.6,114.2,22.0,17.7,187,73,22,14,164,92,86,48,,,,,,
297,,,200617,0,0,0,0,0,3,1.2,0.2,1,Daniel,0.7,287,False,,,60,200617.jpg,1.3,James,0.6,False,,a,10,2,4,54841,11419,27050,6446,0.1,0.7,James,148,0,0,0,2,0,0,0,0,0,0,0,8,11.0,25.2,53.0,8.7,284,120,163,97,82,42,188,89,,,,,,
298,100.0,100.0,443967,0,0,-2,2,0,2,0.8,-0.2,1,Héctor Junior,0.3,463,False,,2021-08-29T23:00:12.543970Z,48,443967.jpg,0.0,Firpo Adames,0.5,False,,a,10,2,0,7640,2615,38334,3400,0.1,0.0,Firpo,194,0,0,0,9,0,0,0,0,0,0,0,21,23.4,5.1,26.0,5.5,240,97,257,83,151,35,243,83,,,,,,
299,,,223081,0,0,0,0,0,1,0.5,-0.5,0,Kristoffer,0.0,490,False,,,45,223081.jpg,0.0,Klaesson,0.1,False,,a,10,2,0,1601,308,4172,599,0.0,0.0,Klaesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,483,60,478,47,442,45,488,60,,,,,,
300,,,248937,0,0,0,0,0,4,0.5,-0.5,0,Sam,0.0,550,False,,,45,248937.jpg,0.0,Greenwood,2.1,False,,a,10,2,0,183870,45804,78328,17055,0.0,0.0,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,57,492,59,458,54,501,60,,,,,,
301,,,450070,0,0,0,0,0,3,0.5,-0.5,0,Crysencio,0.0,551,False,,,45,450070.jpg,0.0,Summerville,0.1,False,,a,10,2,0,4660,875,2300,541,0.0,0.0,Summerville,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,504,194,499,200,465,183,508,196,,,,,,
302,0.0,,80179,0,0,0,0,0,3,0.0,-0.5,0,Adam,0.0,552,False,Muscle injury - Expected back 25 Sep,2021-09-12T22:30:17.449004Z,45,80179.jpg,0.0,Forshaw,0.0,False,,i,10,2,0,921,163,606,202,0.0,0.0,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,170,440,178,396,157,452,174,,,,,,
303,,,433590,0,0,0,0,0,2,0.5,-0.5,0,Cody,0.0,562,False,,,40,433590.jpg,0.0,Drameh,0.1,False,,a,10,2,0,2570,674,1124,422,0.0,0.0,Drameh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,142,387,143,331,116,404,143,,,,,,
304,,,492373,0,0,0,0,0,2,0.5,-0.5,0,Charlie,0.0,563,False,,,40,492373.jpg,0.0,Cresswell,0.3,False,,a,10,2,0,25038,4909,7168,2364,0.0,0.0,Cresswell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,152,400,153,344,126,417,153,,,,,,
305,,,464618,0,0,0,0,0,3,0.5,-0.5,0,Liam,0.0,576,False,,,45,464618.jpg,0.0,McCarron,0.0,False,,a,10,2,0,652,283,239,133,0.0,0.0,McCarron,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,198,506,204,473,188,515,200,,,,,,
306,,,462635,0,0,0,0,0,4,0.5,-0.5,0,Joe,0.0,577,False,,,45,462635.jpg,0.0,Gelhardt,0.3,False,,a,10,2,0,26195,9912,8565,2921,0.0,0.0,Gelhardt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,61,504,63,471,58,513,64,,,,,,
307,100.0,50.0,15157,0,0,-1,1,0,3,0.5,0.2,0,James,0.0,221,False,,2021-08-21T15:30:09.087896Z,49,15157.jpg,2.0,Milner,0.1,False,,a,11,14,2,2365,356,6665,414,0.0,0.4,Milner,90,0,0,1,0,0,0,0,1,0,0,0,10,21.0,18.8,0.0,4.0,249,99,184,106,484,193,271,121,5.0,,,,1.0,
308,100.0,100.0,56979,0,0,0,0,0,3,2.5,2.5,1,Jordan,2.0,222,False,,2021-08-20T13:00:08.010850Z,50,56979.jpg,2.0,Henderson,0.9,False,,a,11,14,6,39164,9183,38921,7605,0.4,1.2,Henderson,190,0,0,1,1,0,0,0,0,0,0,0,21,16.8,41.7,18.0,7.6,265,107,106,65,180,100,210,98,6.0,,5.0,,,
309,,,60706,0,0,0,0,0,1,0.5,0.5,0,Adrián,0.0,223,False,,,45,60706.jpg,0.0,San Miguel del Castillo,0.2,False,,a,11,14,0,3782,458,8078,1193,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,52,437,37,393,34,449,52,,,,,,
310,,,60914,0,0,0,0,0,2,5.2,5.2,6,Joel,4.7,224,False,,,50,60914.jpg,5.0,Matip,3.4,False,,a,11,14,20,306994,93690,113036,25069,0.9,4.0,Matip,360,0,0,3,1,0,0,0,0,0,0,0,86,53.0,21.6,116.0,19.1,144,60,174,50,32,1,73,15,,,,,,
311,100.0,100.0,61558,0,0,-1,1,0,3,3.5,3.5,7,Thiago,3.0,225,False,,2021-08-20T13:00:08.026784Z,54,61558.jpg,3.0,Alcántara do Nascimento,0.8,False,,a,11,14,9,22645,10486,54695,5274,0.6,1.7,Thiago,115,0,1,1,0,0,0,0,0,0,0,1,37,43.4,39.5,18.0,10.2,179,69,112,70,181,101,163,80,,,,,,
312,0.0,0.0,68312,0,0,-1,1,0,3,0.0,0.0,0,Xherdan,0.0,226,False,Transferred to Lyon,2021-08-23T16:30:10.979411Z,59,68312.jpg,0.0,Shaqiri,0.1,False,,u,11,14,0,574,0,6844,317,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,585,236,582,236,578,235,586,236,,,,,,
313,,,81880,0,0,-1,1,0,3,0.8,0.8,1,Alex,0.3,227,False,,,59,81880.jpg,2.0,Oxlade-Chamberlain,0.1,False,,a,11,14,4,4206,572,8619,941,0.1,0.7,Chamberlain,68,0,0,1,0,0,0,0,0,0,0,0,7,2.0,5.3,10.0,1.5,346,157,256,135,219,117,327,148,,,,,,
314,0.0,0.0,92217,0,0,-2,2,0,4,0.0,0.0,0,Roberto,0.7,228,False,Hamstring injury - Unknown return date,2021-08-28T22:30:15.413004Z,88,92217.jpg,3.0,Firmino,2.3,False,,i,11,14,9,87968,581,422113,34734,0.1,1.0,Firmino,80,1,0,0,1,0,0,0,0,0,0,2,38,47.4,27.5,30.0,10.5,167,17,150,22,139,33,159,27,,,,,4.0,
315,,,97032,0,0,0,0,0,2,5.2,5.2,6,Virgil,4.7,229,False,,,65,97032.jpg,5.2,van Dijk,14.7,False,,a,11,14,21,301725,38621,294813,56617,0.7,3.2,van Dijk,360,0,0,3,1,0,0,0,0,0,0,1,101,66.4,44.7,76.0,18.7,111,38,99,22,60,7,76,17,,,,,,
316,,,110979,0,0,-1,1,0,3,7.5,7.5,8,Sadio,7.0,230,False,,,119,110979.jpg,6.0,Mané,2.7,False,,a,11,14,24,61809,15880,201408,21893,0.6,2.0,Mané,360,2,1,3,1,0,0,0,0,0,0,0,55,107.2,111.2,361.0,57.9,28,12,24,15,1,1,3,2,,,,,3.0,
317,,,116535,0,0,0,0,1,1,6.8,6.8,9,Alisson,6.3,231,False,,,60,116535.jpg,6.5,Ramses Becker,7.3,False,,a,11,14,26,166752,40175,160556,23322,1.0,4.3,Alisson,360,0,0,3,1,0,0,0,0,0,12,3,105,115.2,0.0,0.0,11.5,21,4,586,64,584,64,141,5,,,,,,
318,100.0,100.0,116643,0,0,-1,1,0,3,3.5,3.5,7,Fabio Henrique,3.0,232,False,,2021-08-21T00:00:09.307804Z,54,116643.jpg,3.3,Tavares,0.8,False,,a,11,14,10,29255,13771,46801,4446,0.6,1.9,Fabinho,209,1,0,1,1,0,0,0,1,0,0,0,44,58.2,14.6,74.0,14.7,132,50,201,112,63,36,106,58,,,4.0,,,
